backup_id,date,start_time_utc,end_time_utc,type,target_system,status,size_gb,checksum_verified,operator,notes
BKP-2025-1025,2025-10-25,02:00:08,03:59:40,full,cs-db-prod-01,success,152.8,true,automated,
BKP-2025-1026,2025-10-26,02:00:21,04:03:15,full,cs-db-prod-01,success,153.3,true,automated,
BKP-2025-1027,2025-10-27,02:00:10,04:01:08,full,cs-db-prod-01,success,153.7,true,automated,
BKP-2025-1028,2025-10-28,02:00:16,04:04:42,full,cs-db-prod-01,success,154.2,true,automated,
BKP-2025-1029,2025-10-29,02:00:13,04:02:55,full,cs-db-prod-01,success,154.6,true,automated,
BKP-2025-1030,2025-10-30,02:00:19,04:06:20,full,cs-db-prod-01,success,155.1,true,automated,
BKP-2025-1031,2025-10-31,02:00:07,04:03:48,full,cs-db-prod-01,success,155.5,true,automated,
BKP-2025-1101,2025-11-01,02:00:14,04:05:32,full,cs-db-prod-01,success,156.0,true,automated,
BKP-2025-1102,2025-11-02,02:00:11,04:07:19,full,cs-db-prod-01,success,156.4,true,automated,
BKP-2025-1103,2025-11-03,02:00:18,04:08:55,full,cs-db-prod-01,success,156.9,true,automated,
BKP-2025-1104,2025-11-04,02:00:09,04:06:41,full,cs-db-prod-01,success,157.3,true,automated,
BKP-2025-1105,2025-11-05,02:00:15,04:09:28,full,cs-db-prod-01,success,157.8,true,automated,
BKP-2025-1106,2025-11-06,02:00:12,04:08:03,full,cs-db-prod-01,success,158.2,true,automated,
BKP-2025-1107,2025-11-07,02:00:20,04:11:37,full,cs-db-prod-01,success,158.7,true,automated,
BKP-2025-1108,2025-11-08,02:00:08,02:23:51,full,cs-db-prod-01,failure,12.4,false,automated,Network timeout connecting to backup target in us-west-2. Cross-region link degraded. Alert sent to on-call at 02:24 UTC.
BKP-2025-1109,2025-11-09,02:00:16,04:12:45,full,cs-db-prod-01,success,159.6,true,automated,
BKP-2025-1110,2025-11-10,02:00:10,04:10:22,full,cs-db-prod-01,success,160.1,true,automated,
BKP-2025-1111,2025-11-11,02:00:14,04:13:58,full,cs-db-prod-01,success,160.5,true,automated,
BKP-2025-1112,2025-11-12,02:00:09,04:11:34,full,cs-db-prod-01,success,161.0,true,automated,
BKP-2025-1113,2025-11-13,02:00:17,04:14:21,full,cs-db-prod-01,success,161.4,true,automated,
BKP-2025-1114,2025-11-14,02:00:12,04:12:49,full,cs-db-prod-01,success,161.9,true,automated,
BKP-2025-1115,2025-11-15,02:00:20,04:16:05,full,cs-db-prod-01,success,162.3,true,automated,
BKP-2025-1116,2025-11-16,02:00:08,04:13:32,full,cs-db-prod-01,success,162.8,true,automated,
BKP-2025-1117,2025-11-17,02:00:15,04:15:18,full,cs-db-prod-01,success,163.2,true,automated,
BKP-2025-1118,2025-11-18,02:00:11,04:14:47,full,cs-db-prod-01,success,163.7,true,automated,
BKP-2025-1119,2025-11-19,02:00:19,04:17:24,full,cs-db-prod-01,success,164.1,true,automated,
BKP-2025-1120,2025-11-20,02:00:13,04:15:56,full,cs-db-prod-01,success,164.6,true,automated,
BKP-2025-1121,2025-11-21,02:00:16,04:18:31,full,cs-db-prod-01,success,165.0,true,automated,
BKP-2025-1122,2025-11-22,02:00:10,04:16:43,full,cs-db-prod-01,success,165.5,true,automated,
BKP-2025-1123,2025-11-23,02:00:22,04:20:09,full,cs-db-prod-01,success,165.9,true,automated,
BKP-2025-1124,2025-11-24,02:00:14,04:18:55,full,cs-db-prod-01,success,166.4,true,automated,
BKP-2025-1125,2025-11-25,02:00:08,04:17:28,full,cs-db-prod-01,success,166.8,true,automated,
BKP-2025-1126,2025-11-26,02:00:17,04:20:42,full,cs-db-prod-01,success,167.3,true,automated,
BKP-2025-1127,2025-11-27,02:00:12,04:19:15,full,cs-db-prod-01,success,167.7,true,automated,
BKP-2025-1128,2025-11-28,02:00:19,04:22:08,full,cs-db-prod-01,success,168.2,true,automated,
BKP-2025-1129,2025-11-29,02:00:09,04:20:34,full,cs-db-prod-01,success,168.6,true,automated,
BKP-2025-1130,2025-11-30,02:00:15,04:21:49,full,cs-db-prod-01,success,169.1,true,automated,
BKP-2025-1201,2025-12-01,02:00:11,02:31:16,full,cs-db-prod-01,failure,18.7,false,automated,Network timeout to backup target us-west-2. Cross-region replication lag exceeded threshold. Alert sent 02:32 UTC.
BKP-2025-1201R,2025-12-01,08:15:43,10:08:27,full,cs-db-prod-01,success,169.5,true,k.oconnor,Re-run after network stabilization. Note: 6-hour gap between failure and re-run due to delayed on-call response.
BKP-2025-1202,2025-12-02,02:00:18,04:24:33,full,cs-db-prod-01,success,170.0,true,automated,
BKP-2025-1203,2025-12-03,02:00:10,04:22:15,full,cs-db-prod-01,success,170.4,true,automated,
BKP-2025-1204,2025-12-04,02:00:14,04:25:48,full,cs-db-prod-01,success,170.9,true,automated,
BKP-2025-1205,2025-12-05,02:00:08,04:23:31,full,cs-db-prod-01,success,171.3,true,automated,
BKP-2025-1206,2025-12-06,02:00:21,04:27:09,full,cs-db-prod-01,success,171.8,true,automated,
BKP-2025-1207,2025-12-07,02:00:12,04:25:44,full,cs-db-prod-01,success,172.2,true,automated,
BKP-2025-1208,2025-12-08,02:00:16,04:28:20,full,cs-db-prod-01,success,172.7,true,automated,
BKP-2025-1209,2025-12-09,02:00:09,04:26:55,full,cs-db-prod-01,success,173.1,true,automated,
BKP-2025-1210,2025-12-10,02:00:19,04:29:38,full,cs-db-prod-01,success,173.6,true,automated,
BKP-2025-1211,2025-12-11,02:00:13,04:28:12,full,cs-db-prod-01,success,174.0,true,automated,
BKP-2025-1212,2025-12-12,02:00:17,04:31:05,full,cs-db-prod-01,success,174.5,true,automated,
BKP-2025-1213,2025-12-13,02:00:10,04:29:40,full,cs-db-prod-01,success,174.9,true,automated,
BKP-2025-1214,2025-12-14,02:00:22,04:33:18,full,cs-db-prod-01,success,175.4,true,automated,
BKP-2025-1215,2025-12-15,02:00:14,04:31:52,full,cs-db-prod-01,success,175.8,true,automated,
BKP-2025-1216,2025-12-16,02:00:08,04:30:27,full,cs-db-prod-01,success,176.3,true,automated,
BKP-2025-1217,2025-12-17,02:00:18,04:34:01,full,cs-db-prod-01,success,176.7,true,automated,
BKP-2025-1218,2025-12-18,02:00:11,04:32:38,full,cs-db-prod-01,success,177.2,true,automated,
BKP-2025-1219,2025-12-19,02:00:15,04:35:14,full,cs-db-prod-01,success,177.6,true,automated,
BKP-2025-1220,2025-12-20,02:00:09,04:33:49,full,cs-db-prod-01,success,178.1,true,automated,
BKP-2025-1221,2025-12-21,02:00:20,04:36:25,full,cs-db-prod-01,success,178.5,true,automated,
BKP-2025-1222,2025-12-22,02:00:13,04:35:02,full,cs-db-prod-01,success,179.0,true,automated,
BKP-2025-1223,2025-12-23,02:00:17,04:37:39,full,cs-db-prod-01,success,179.4,true,automated,
BKP-2025-1224,2025-12-24,02:00:10,04:36:15,full,cs-db-prod-01,success,179.9,true,automated,
BKP-2025-1225,2025-12-25,02:00:14,04:38:48,full,cs-db-prod-01,success,180.3,true,automated,
BKP-2025-1226,2025-12-26,02:00:08,04:37:24,full,cs-db-prod-01,success,180.8,true,automated,
BKP-2025-1227,2025-12-27,02:00:19,04:40:01,full,cs-db-prod-01,success,181.2,true,automated,
BKP-2025-1228,2025-12-28,02:00:12,04:38:36,full,cs-db-prod-01,success,181.7,true,automated,
BKP-2025-1229,2025-12-29,02:00:16,04:41:12,full,cs-db-prod-01,success,182.1,true,automated,
BKP-2025-1230,2025-12-30,02:00:09,04:39:48,full,cs-db-prod-01,success,182.6,true,automated,
BKP-2025-1231,2025-12-31,02:00:21,04:42:35,full,cs-db-prod-01,success,183.0,true,automated,
